timestamp,pnl,positions
2025-04-09T00:02:24.517538,0.0,{'BOND': 0}
2025-04-09T00:02:24.772755,0.0,{'BOND': 0}
2025-04-09T00:02:25.028614,0.0,{'BOND': 0}
2025-04-09T00:02:25.284086,0.0,{'BOND': 0}
2025-04-09T00:02:25.539814,0.0,{'BOND': 0}
2025-04-09T00:02:25.794864,0.0,{'BOND': 0}
2025-04-09T00:02:26.050196,0.0,{'BOND': 0}
2025-04-09T00:02:26.305139,0.0,{'BOND': 0}
2025-04-09T00:02:26.560219,0.0,{'BOND': 0}
2025-04-09T00:02:26.815314,0.0,{'BOND': 0}
2025-04-09T00:02:27.070524,0.0,{'BOND': 0}
2025-04-09T00:02:27.325612,0.0,{'BOND': 0}
2025-04-09T00:02:27.580520,0.0,{'BOND': 0}
2025-04-09T00:02:27.835391,0.0,{'BOND': 0}
2025-04-09T00:02:28.091673,0.0,{'BOND': 0}
2025-04-09T00:02:28.346879,0.0,{'BOND': 0}
2025-04-09T00:02:28.601190,0.0,{'BOND': 0}
2025-04-09T00:02:28.857219,0.0,{'BOND': 0}
2025-04-09T00:02:29.112446,0.0,{'BOND': 0}
2025-04-09T00:02:29.367590,0.0,{'BOND': 0}
2025-04-09T00:02:29.621669,0.0,{'BOND': 0}
2025-04-09T00:02:29.876637,0.0,{'BOND': 0}
2025-04-09T00:02:30.132108,0.0,{'BOND': 0}
2025-04-09T00:02:30.385579,0.0,{'BOND': 0}
2025-04-09T00:02:30.640230,0.0,{'BOND': 0}
2025-04-09T00:02:30.896270,0.0,{'BOND': 0}
2025-04-09T00:02:31.150446,0.0,{'BOND': 0}
2025-04-09T00:02:31.404440,0.0,{'BOND': 0}
2025-04-09T00:02:31.660020,0.0,{'BOND': 0}
2025-04-09T00:02:31.915206,0.0,{'BOND': 0}
2025-04-09T00:02:32.170686,0.0,{'BOND': 0}
2025-04-09T00:02:32.426802,0.0,{'BOND': 0}
2025-04-09T00:02:32.682869,0.0,{'BOND': 0}
2025-04-09T00:02:32.937801,0.0,{'BOND': 0}
2025-04-09T00:02:33.193464,0.0,{'BOND': 0}
2025-04-09T00:02:33.448614,0.0,{'BOND': 0}
2025-04-09T00:02:33.703984,0.0,{'BOND': 0}
2025-04-09T00:02:33.958662,0.0,{'BOND': 0}
2025-04-09T00:02:34.212378,0.0,{'BOND': 0}
2025-04-09T00:02:34.466723,0.0,{'BOND': 0}
2025-04-09T00:02:34.721556,0.0,{'BOND': 0}
2025-04-09T00:02:34.975964,0.0,{'BOND': 0}
2025-04-09T00:02:35.230389,0.0,{'BOND': 0}
2025-04-09T00:02:35.485046,0.0,{'BOND': 0}
2025-04-09T00:02:35.740918,0.0,{'BOND': 0}
2025-04-09T00:02:35.996359,0.0,{'BOND': 0}
2025-04-09T00:02:36.249699,0.0,{'BOND': 0}
2025-04-09T00:02:36.504043,0.0,{'BOND': 0}
2025-04-09T00:02:36.758252,0.0,{'BOND': 0}
2025-04-09T00:02:37.013265,0.0,{'BOND': 0}
2025-04-09T00:02:37.268610,0.0,{'BOND': 0}
2025-04-09T00:02:37.523752,0.0,{'BOND': 0}
2025-04-09T00:02:37.778959,0.0,{'BOND': 0}
2025-04-09T00:02:38.033871,0.0,{'BOND': 0}
2025-04-09T00:02:38.288821,0.0,{'BOND': 0}
2025-04-09T00:02:38.544061,0.0,{'BOND': 0}
2025-04-09T00:02:38.799183,0.0,{'BOND': 0}
2025-04-09T00:02:39.053570,0.0,{'BOND': 0}
2025-04-09T00:02:39.308113,0.0,{'BOND': 0}
2025-04-09T00:02:39.562800,0.0,{'BOND': 0}
2025-04-09T00:02:39.818552,0.0,{'BOND': 0}
2025-04-09T00:02:40.074032,0.0,{'BOND': 0}
2025-04-09T00:02:40.328164,0.0,{'BOND': 0}
2025-04-09T00:02:40.583608,0.0,{'BOND': 0}
2025-04-09T00:02:40.838760,0.0,{'BOND': 0}
2025-04-09T00:02:41.094015,0.0,{'BOND': 0}
2025-04-09T00:02:41.348247,0.0,{'BOND': 0}
2025-04-09T00:02:41.602201,0.0,{'BOND': 0}
2025-04-09T00:02:41.857192,0.0,{'BOND': 0}
2025-04-09T00:02:42.112153,0.0,{'BOND': 0}
2025-04-09T00:02:42.367456,0.0,{'BOND': 0}
2025-04-09T00:02:42.621565,0.0,{'BOND': 0}
2025-04-09T00:02:42.875782,0.0,{'BOND': 0}
2025-04-09T00:02:43.131113,0.0,{'BOND': 0}
2025-04-09T00:02:43.386083,0.0,{'BOND': 0}
2025-04-09T00:02:43.640966,0.0,{'BOND': 0}
2025-04-09T00:02:43.895732,0.0,{'BOND': 0}
2025-04-09T00:02:44.151189,0.0,{'BOND': 0}
2025-04-09T00:02:44.406513,0.0,{'BOND': 0}
2025-04-09T00:02:44.661469,0.0,{'BOND': 0}
2025-04-09T00:02:44.915225,0.0,{'BOND': 0}
2025-04-09T00:02:45.169024,0.0,{'BOND': 0}
2025-04-09T00:02:45.423325,0.0,{'BOND': 0}
2025-04-09T00:02:45.678368,0.0,{'BOND': 0}
2025-04-09T00:02:45.933316,0.0,{'BOND': 0}
2025-04-09T00:02:46.186882,0.0,{'BOND': 0}
2025-04-09T00:02:46.441966,0.0,{'BOND': 0}
2025-04-09T00:02:46.697109,0.0,{'BOND': 0}
2025-04-09T00:02:46.952330,0.0,{'BOND': 0}
2025-04-09T00:02:47.208286,0.0,{'BOND': 0}
2025-04-09T00:02:47.462812,0.0,{'BOND': 0}
2025-04-09T00:02:47.719247,0.0,{'BOND': 0}
2025-04-09T00:02:47.975740,0.0,{'BOND': 0}
2025-04-09T00:02:48.230974,0.0,{'BOND': 0}
2025-04-09T00:02:48.485990,0.0,{'BOND': 0}
2025-04-09T00:02:48.740915,0.0,{'BOND': 0}
2025-04-09T00:02:48.995590,0.0,{'BOND': 0}
2025-04-09T00:02:49.250414,0.0,{'BOND': 0}
2025-04-09T00:02:49.504436,0.0,{'BOND': 0}
2025-04-09T00:02:49.757951,0.0,{'BOND': 0}
2025-04-09T00:02:50.013153,0.0,{'BOND': 0}
2025-04-09T00:02:50.268232,0.0,{'BOND': 0}
2025-04-09T00:02:50.522457,0.0,{'BOND': 0}
2025-04-09T00:02:50.775754,0.0,{'BOND': 0}
2025-04-09T00:02:51.031683,0.0,{'BOND': 0}
2025-04-09T00:02:51.286029,0.0,{'BOND': 0}
2025-04-09T00:02:51.540551,0.0,{'BOND': 0}
2025-04-09T00:02:51.796481,0.0,{'BOND': 0}
2025-04-09T00:02:52.049631,0.0,{'BOND': 0}
2025-04-09T00:02:52.304332,0.0,{'BOND': 0}
2025-04-09T00:02:52.558966,0.0,{'BOND': 0}
2025-04-09T00:02:52.813168,0.0,{'BOND': 0}
2025-04-09T00:02:53.067746,0.0,{'BOND': 0}
2025-04-09T00:02:53.322544,0.0,{'BOND': 0}
2025-04-09T00:02:53.577319,0.0,{'BOND': 0}
2025-04-09T00:02:53.832566,0.0,{'BOND': 0}
2025-04-09T00:02:54.087423,0.0,{'BOND': 0}
2025-04-09T00:02:54.340252,0.0,{'BOND': 0}
2025-04-09T00:02:54.595206,0.0,{'BOND': 0}
2025-04-09T00:02:54.849105,0.0,{'BOND': 0}
2025-04-09T00:02:55.103471,0.0,{'BOND': 0}
2025-04-09T00:02:55.356847,0.0,{'BOND': 0}
2025-04-09T00:02:55.611135,0.0,{'BOND': 0}
2025-04-09T00:02:55.864830,0.0,{'BOND': 0}
2025-04-09T00:02:56.118862,0.0,{'BOND': 0}
2025-04-09T00:02:56.372162,0.0,{'BOND': 0}
2025-04-09T00:02:56.626202,0.0,{'BOND': 0}
2025-04-09T00:02:56.879625,0.0,{'BOND': 0}
2025-04-09T00:02:57.134813,0.0,{'BOND': 0}
2025-04-09T00:02:57.389654,0.0,{'BOND': 0}
2025-04-09T00:02:57.642516,0.0,{'BOND': 0}
2025-04-09T00:02:57.895631,0.0,{'BOND': 0}
2025-04-09T00:02:58.148970,0.0,{'BOND': 0}
2025-04-09T00:02:58.403114,0.0,{'BOND': 0}
2025-04-09T00:02:58.658379,0.0,{'BOND': 0}
2025-04-09T00:02:58.913459,0.0,{'BOND': 0}
2025-04-09T00:02:59.168074,0.0,{'BOND': 0}
2025-04-09T00:02:59.424141,0.0,{'BOND': 0}
2025-04-09T00:02:59.678719,0.0,{'BOND': 0}
2025-04-09T00:02:59.934013,0.0,{'BOND': 0}
2025-04-09T00:03:00.189060,0.0,{'BOND': 0}
2025-04-09T00:03:00.442718,0.0,{'BOND': 0}
2025-04-09T00:03:00.697159,0.0,{'BOND': 0}
2025-04-09T00:03:00.951133,0.0,{'BOND': 0}
